source_id,identifier,title,authors,journal_or_office,publication_date,source_file_name,source_type
SRC_0146,P58435,,Craik D.J.,J. Mol. Biol.,1999,UniProt,UniProt
SRC_0147,P58441,,Craik D.J.,J. Mol. Biol.,1999,UniProt,UniProt
SRC_0148,P58442,,Craik D.J.,J. Mol. Biol.,1999,UniProt,UniProt
SRC_0149,P86847,,Poth A.G.,ACS Chem. Biol.,2011,UniProt,UniProt
SRC_0150,20160367626,CYCLOTIDES AS IMMUNOSUPPRESSIVE AGENTS,,US,2016-12-22,112-905-166-421-612.txt,Patent
SRC_0151,P85240,,Herrmann A.,Phytochemistry,2008,UniProt,UniProt
SRC_0152,P85231,,Chen B.,J. Biol. Chem.,2005,UniProt,UniProt
SRC_0153,7K7X_1,,"Pinto, M.E.F., Chan, L.Y., Koehbach, J., Devi, S., Grundemann, C., Gruber, C.W., Gomes, M., Bolzani, V.S., Cilli, E.M., Craik, D.J.",Cyclotides from Brazilian Palicourea sessilis and Their Effects on Human Lymphocytes.,2021.0,PDB,PDB
SRC_0154,20160367626,CYCLOTIDES AS IMMUNOSUPPRESSIVE AGENTS,,US,2016-12-22,112-905-166-421-612.txt,Patent
SRC_0155,US 20060178303,Potassium channel blockers,,US,2006-08-10,083-266-844-984-599.txt,Patent
SRC_0156,C0HK32,,Ravipati A.S.,ACS Chem. Biol.,2015,UniProt,UniProt
SRC_0157,C0HJS7,,Nguyen K.N.,FEBS J.,2016,UniProt,UniProt
SRC_0158,10.1021/bm500870a,Doubling the Cross-Linking Interface of a Rationally Designed Beta Roll Peptide for Calcium-Dependent Proteinaceous Hydrogel Formation,"Kevin Dooley, Beyza Bulutoglu, and Scott Banta",Biomacromolecules,2014,Dooley 等 - 2014 - Doubling the cross-linking interface of a rationally designed beta roll peptide for calcium-dependen.pdf,Literature
SRC_0159,10.1021/bm500870a,Doubling the Cross-Linking Interface of a Rationally Designed Beta Roll Peptide for Calcium-Dependent Proteinaceous Hydrogel Formation,"Kevin Dooley, Beyza Bulutoglu, and Scott Banta",Biomacromolecules,2014,Dooley 等 - 2014 - Doubling the cross-linking interface of a rationally designed beta roll peptide for calcium-dependen.pdf,Literature
SRC_0160,10.1074/jbc.M510069200,NMR Structure of the R-module A PARALLEL beta-ROLL SUBUNIT FROM AN AZOTOBACTER VINELANDII MANNURONAN C-5 EPIMERASE,"Finn L. Aachmann, Britt I. G. Svanem, Peter Güntert, Steffen B. Petersen, Svein Valla, and Reinhard Wimmer",JOURNAL OF BIOLOGICAL CHEMISTRY,"March 17, 2006",Aachmann 等 - 2006 - NMR structure of the R-module a parallel beta-roll subunit from an azotobacter vinelandii mannurona.pdf,Literature
SRC_0161,2RSD_1,,"Shindo, H., Suzuki, R., Tsuchiya, W., Taichi, M., Nishiuchi, Y., Yamazaki, T.",PHD finger of the SUMO ligase Siz/PIAS family in rice reveals specific binding for methylated histone H3 at lysine 4 and arginine 2,2012,PDB,PDB
SRC_0162,6YR8_1,,"Haza, K.Z., Martin, H.L., Rao, A., Turner, A.L., Saunders, S.E., Petersen, B., Tiede, C., Tipping, K., Tang, A.A., Ajayi, M., Taylor, T., Harvey, M., Fishwick, K.M., Adams, T.L., Gaule, T.G., Trinh, C.H., Johnson, M., Breeze, A.L., Edwards, T.A., McPherson, M.J., Tomlinson, D.C.",RAS-inhibiting biologics identify and probe druggable pockets including an SII-alpha 3 allosteric site.,2021,PDB,PDB
SRC_0163,7NY8_1,,"Haza, K.Z., Martin, H.L., Rao, A., Turner, A.L., Saunders, S.E., Petersen, B., Tiede, C., Tipping, K., Tang, A.A., Ajayi, M., Taylor, T., Harvey, M., Fishwick, K.M., Adams, T.L., Gaule, T.G., Trinh, C.H., Johnson, M., Breeze, A.L., Edwards, T.A., McPherson, M.J., Tomlinson, D.C.",RAS-inhibiting biologics identify and probe druggable pockets including an SII-alpha 3 allosteric site.,2021,PDB,PDB
SRC_0164,2D46_1,,"Vendel, A.C., Rithner, C.D., Lyons, B.A., Horne, W.A.",Solution structure of the N-terminal A domain of the human voltage-gated Ca2+channel beta4a subunit,2006.0,PDB,PDB
SRC_0165,C0HJF3,,Kozlov S.A.,Bioorg. Khim.,2009,UniProt,UniProt
SRC_0166,C0HJF4,,Kozlov S.A.,Bioorg. Khim.,2009,UniProt,UniProt
SRC_0167,5837813,Fibronectin Type III polypeptides,,US Patent,1998-11-17,034-606-025-279-942.txt,Literature
SRC_0168,P85127,,Plan M.R.R.,ChemBioChem,2007,UniProt,UniProt
SRC_0169,C0HJS3,,Nguyen K.N.,FEBS J.,2016,UniProt,UniProt
SRC_0170,C0HJS6,,Nguyen K.N.,FEBS J.,2016,UniProt,UniProt
SRC_0171,20200181601,OB-FOLD USED AS SCAFFOLD FOR ENGINEERING NEW SPECIFIC BINDERS,,US,2020-06-11,054-843-214-993-138.txt,Patent
SRC_0172,10.1089/ars.2010.3112,Interlocking Disulfides in Circular Proteins: Toward Efficient Oxidative Folding of Cyclotides,"Teshome Leta Aboye, Richard J. Clark, Robert Burman, Marta Bajona Roig, David J. Craik, and Ulf Göransson",Antioxidants & Redox Signaling,2011,Aboye 等 - 2011 - Interlocking disulfides in circular proteins toward efficient oxidative folding of cyclotides.pdf,Literature
SRC_0173,P84638,,Hallock Y.F.,J. Org. Chem.,2000,UniProt,UniProt
SRC_0174,P86849,,Poth A.G.,ACS Chem. Biol.,2011,UniProt,UniProt
SRC_0175,10.1186/1472-6807-8-54,Knottin cyclization: impact on structure and dynamics,"Annie Heitz, Olga Avrutina, Dung Le-Nguyen, Ulf Diederichsen, Jean-François Hernandez, Jérôme Gracy, Harald Kolmar and Laurent Chiche",BMC Structural Biology,12 December 2008,Heitz 等 - 2008 - Knottin cyclization impact on structure and dynamics.pdf,Literature
SRC_0176,20100267610,Polypeptide comprising a knottin protein moiety,,US,2010-10-21,061-401-557-849-926.txt,Patent
SRC_0177,2008098796,POLYPEPTIDE COMPRISING A KNOTTIN PROTEIN MOIETY,,WO,2008-08-21,186-471-123-497-413.txt,Patent
SRC_0178,,SODIUM CHANNEL INHIBITORS,,,2019-01-17,089-854-230-115-822.txt,Literature
SRC_0179,P84637,,Hallock Y.F.,J. Org. Chem.,2000,UniProt,UniProt
SRC_0180,P56879,,Hayashi K.,Experientia,1968,UniProt,UniProt
SRC_0181,P86843,,Poth A.G.,ACS Chem. Biol.,2011,UniProt,UniProt
SRC_0182,11203630,Serum albumin-binding fibronectin type III domains,,US Patent,2021-12-21,099-564-057-088-599.txt,Literature
SRC_0183,WO2015143199,SERUM ALBUMIN-BINDING FIBRONECTIN TYPE III DOMAINS,,WO,2015-09-24,059-154-240-413-764.txt,Patent
SRC_0184,10.1128/AAC.00508-17,Discovery and Characterization of a Novel CD4-Binding Adnectin with Potent Anti-HIV Activity,"David Wensel, Yongnian Sun, Zhufang Li, Sharon Zhang, Caryn Picarillo, Thomas McDonagh, David Fabrizio, Mark Cockett, Mark Krystal, Jonathan Davis",Antimicrobial Agents and Chemotherapy,August 2017,Wensel 等 - 2017 - Discovery and characterization of a novel CD4-binding adnectin with potent anti-HIV activity.pdf,Literature
SRC_0185,10.1124/jpet.114.214221,"Pharmacologic Profile of the Adnectin BMS-962476, a Small Protein Biologic Alternative to PCSK9 Antibodies for LDL Lowering","Tracy Mitchell, Ginger Chao, Doree Sitkoff, Fred Lo, Hossain Monshizadegan, Daniel Meyers, Simon Low, Katie Russo, Rose DiBella, Fabienne Denhez, Mian Gao, Joseph Myers, Gerald Duke, Mark Witmer, Bowman Miao, Siew P. Ho, Javed Khan, and Rex A. Parker",JPET,2014,"Mitchell 等 - 2014 - Pharmacologic profile of the adnectin BMS-962476, a small protein biologic alternative to PCSK9 anti.pdf",Literature
SRC_0186,10.1124/jpet.114.214221,"Pharmacologic Profile of the Adnectin BMS-962476, a Small Protein Biologic Alternative to PCSK9 Antibodies for LDL Lowering","Tracy Mitchell, Ginger Chao, Doree Sitkoff, Fred Lo, Hossain Monshizadegan, Daniel Meyers, Simon Low, Katie Russo, Rose DiBella, Fabienne Denhez, Mian Gao, Joseph Myers, Gerald Duke, Mark Witmer, Bowman Miao, Siew P. Ho, Javed Khan, and Rex A. Parker",JPET,2014,"Mitchell 等 - 2014 - Pharmacologic profile of the adnectin BMS-962476, a small protein biologic alternative to PCSK9 anti.pdf",Literature
SRC_0187,10.1371/journal.pone.0076956,Combinatorial Optimization of Cystine-Knot Peptides towards High-Affinity Inhibitors of Human Matriptase-1,"Bernhard Glotzbach, Michael Reinwarth, Niklas Weber, Sebastian Fabritz, Michael Tomaszowski, Heiko Fittler, Andreas Christmann, Olga Avrutina, Harald Kolmar",PLoS ONE,2013,Glotzbach 等 - 2013 - Combinatorial optimization of cystine-knot peptides towards high-affinity inhibitors of human matrip.pdf,Literature
SRC_0188,4U32_1,,"Pendlebury, D., Wang, R., Henin, R.D., Hockla, A., Soares, A.S., Madden, B.J., Kazanov, M.D., Radisky, E.S.",Sequence and Conformational Specificity in Substrate Recognition: SEVERAL HUMAN KUNITZ PROTEASE INHIBITOR DOMAINS ARE SPECIFIC SUBSTRATES OF MESOTRYPSIN.,2014,PDB,PDB
SRC_0189,2000037099,METHOD FOR ACCELERATING THE RATE OF MUCOCILIARY CLEARANCE,,WO,2000-06-29,028-856-326-503-957.txt,Patent
SRC_0190,P86862,,Peigneur S.,Biochem. Pharmacol.,2011,UniProt,UniProt
SRC_0191,US 20060178303,Potassium channel blockers,,US,2006-08-10,083-266-844-984-599.txt,Patent
SRC_0192,P61095,,Lipkin A.,Toxicon,2002,UniProt,UniProt
SRC_0193,P84642,,Gustafson K.R.,J. Nat. Prod.,2000,UniProt,UniProt
SRC_0194,P25660,,Liu C.-S.,Int. J. Pept. Protein Res.,1983,UniProt,UniProt
SRC_0195,WO1993014121,A HUMAN KUNITZ-TYPE PROTEASE INHIBITOR VARIANT,,WO,1993-07-22,160-669-399-419-918.txt,Patent
SRC_0196,WO1993014121,A HUMAN KUNITZ-TYPE PROTEASE INHIBITOR VARIANT,,WO,1993-07-22,160-669-399-419-918.txt,Patent
SRC_0197,5576294,Human Kunitz-type protease inhibitor variant,,US,1996-11-19,059-269-289-473-434.txt,Patent
SRC_0198,US 6294648,Protein having proteinase inhibitor activity,,US,2001-09-25,008-567-833-818-64X.txt,Patent
SRC_0199,4GN5_2,,"Steemson, J.D., Baake, M., Rakonjac, J., Arcus, V.L., Liddament, M.T.",Tracking Molecular Recognition at the Atomic Level with a New Protein Scaffold Based on the OB-Fold.,2014,PDB,PDB
SRC_0200,10.1186/1472-6807-8-54,Knottin cyclization: impact on structure and dynamics,"Annie Heitz, Olga Avrutina, Dung Le-Nguyen, Ulf Diederichsen, Jean-François Hernandez, Jérôme Gracy, Harald Kolmar and Laurent Chiche",BMC Structural Biology,12 December 2008,Heitz 等 - 2008 - Knottin cyclization impact on structure and dynamics.pdf,Literature
SRC_0201,10611823,CD137 binding fibronectin type III domains,,US,2020-04-07,125-702-647-212-012.txt,Patent
SRC_0202,12269870,Antigen binding regions against fibronectin type III domains and methods of using the same,,US,2025-04-08,181-978-799-729-289.txt,Patent
SRC_0203,20140039162,Displaying native human IgE neutralizing FceRla-contacting IgE B-cell epitopes by constraining super beta(b)-strands and cystine knots on thermostable protein scaffold,,US,2014-02-06,137-607-555-204-808.txt,Patent
SRC_0204,20180162928,PD-L1 Binding Fibronectin Type III Domains,,US,2018-06-14,002-217-773-828-329.txt,Patent
SRC_0205,US20210024612,PD-L1 BINDING FIBRONECTIN TYPE III DOMAINS,,US,2021-01-28,150-131-636-844-663.txt,Patent
SRC_0206,20210206825,EGFR and C-Met Fibronectin Type III Domain Binding Molecules,,US,2021-07-08,067-408-088-794-992.txt,Patent
SRC_0207,12054534,Prostate specific membrane antigen binding fibronectin type iii domains,,US,2024-08-06,163-388-715-607-004.txt,Patent
SRC_0208,US 10662235 B2,Cysteine engineered fibronectin type III domain binding molecules,,US,2020-05-26,143-421-979-454-300.txt,Patent
SRC_0209,US10954284B2,EGFR and c-Met fibronectin type III domain binding molecules,,US,2021-03-23,138-516-056-761-864.txt,Patent
SRC_0210,12304939,EGFR and C-met fibronectin type III domain binding molecules,,US,2025-05-20,039-822-664-968-97X.txt,Patent
SRC_0211,11072663,Cysteine engineered fibronectin type III domain binding molecules,,US,2021-07-27,000-376-611-028-05X.txt,Patent
SRC_0212,US9725497B2,EGFR and C-Met fibronectin type III domain binding molecules,,US,2017-08-08,119-551-363-560-784.txt,Patent
SRC_0213,20150104808,Cysteine Engineered Fibronectin Type III Domain Binding Molecules,,US,2015-04-16,100-609-767-531-225.txt,Patent
SRC_0214,20190263915,CYSTEINE ENGINEERED FIBRONECTIN TYPE III DOMAIN BINDING MOLECULES,,US,2019-08-29,029-413-669-047-993.txt,Patent
SRC_0215,WO2018111976,PD-L1 BINDING FIBRONECTIN TYPE III DOMAINS,,WO,2018-06-21,107-279-832-591-503.txt,Patent
SRC_0216,20220259289,CD137 BINDING FIBRONECTIN TYPE III DOMAINS,,US,2022-08-18,115-545-026-672-420.txt,Patent
SRC_0217,20230183314,PROSTATE SPECIFIC MEMBRANE ANTIGEN BINDING FIBRONECTIN TYPE III DOMAINS AND CELLS COMPRISING THE SAME,,US,2023-06-15,075-745-903-943-411.txt,Patent
SRC_0218,11932680,CD8A-binding fibronectin type III domains,,US,2024-03-19,040-306-853-437-136.txt,Patent
SRC_0219,20210032312,CD8A-Binding Fibronectin Type III Domains,,US,2021-02-04,123-604-531-808-293.txt,Patent
SRC_0220,11345739,CD137 binding fibronectin type III domains,,US,2022-05-31,172-925-962-079-218.txt,Patent
SRC_0221,20210147510,PROSTATE SPECIFIC MEMBRANE ANTIGEN BINDING FIBRONECTIN TYPE III DOMAINS,,US,2021-05-20,193-953-958-494-558.txt,Patent
SRC_0222,10844111,Prostate specific membrane antigen binding fibronectin type III domains,,US,2020-11-24,123-506-715-254-089.txt,Patent
SRC_0223,Lens ID: 012-699-739-267-65X,CD8a-binding fibronectin type III domains,,US,2020-04-21,012-699-739-267-65X.txt,Patent
SRC_0224,12258385,CD137 binding fibronectin type III domains,,US,2025-03-25,162-455-908-578-896.txt,Patent
SRC_0225,20210228688,Serum Albumin-Binding Fibronectin Type III Domains,,US,2021-07-29,116-319-526-332-589.txt,Patent
SRC_0226,US20190062420,"FC Gamma RIII Binding Fibronectin Type III Domains, Their Conjugates and Multispecific Molecules Comprising Them",,US,2019-02-28,154-771-695-865-852.txt,Patent
SRC_0227,10571472,Fibronectin type III repeat based protein scaffolds with alternative binding surfaces,,US,2020-02-25,052-688-985-559-92X.txt,Patent
SRC_0228,11078263,"Fc γ RIII binding fibronectin type III domains, their conjugates and multispecific molecules comprising them",,US,2021-08-03,095-173-098-504-698.txt,Patent
SRC_0229,US20200325210,CYSTEINE ENGINEERED FIBRONECTIN TYPE III DOMAIN BINDING MOLECULES,,US,2020-10-15,108-829-397-115-43X.txt,Patent
SRC_0230,20150104808,Cysteine Engineered Fibronectin Type III Domain Binding Molecules,,US,2015-04-16,100-609-767-531-225.txt,Patent
SRC_0231,2024086713,FN3 DOMAIN-SIRNA CONJUGATES AND USES THEREOF,,WO,2024-04-25,028-879-685-039-916.txt,Patent
SRC_0232,WO2014081944,EGFR AND C-MET FIBRONECTIN TYPE III DOMAIN BINDING MOLECULES,,WO,2014-05-30,056-785-885-842-461.txt,Patent
SRC_0233,10.1038/s41467-024-50770-7,A broadly cross-reactive i-body to AMA1 potently inhibits blood and liver stages of Plasmodium parasites,"Dimuthu Angage, Jill Chmielewski, Janesha C. Maddumage, Eva Hesping, Sabrina Caiazzo, Keng Heng Lai, Lee Ming Yeoh, Joseph Menassa, D. Herbert Opi, Callum Cairns, Hamsa Puthalakath, James G. Beeson, Marc Kvansakul, Justin A. Boddey, Danny W. Wilson, Robin F. Anders & Michael Foley",Nature Communications,22 August 2024,Angage 等 - 2024 - A broadly cross-reactive i-body to AMA1 potently inhibits blood and liver stages of Plasmodium paras.pdf,Literature
SRC_0234,10.1038/s41467-024-50770-7,A broadly cross-reactive i-body to AMA1 potently inhibits blood and liver stages of Plasmodium parasites,"Dimuthu Angage, Jill Chmielewski, Janesha C. Maddumage, Eva Hesping, Sabrina Caiazzo, Keng Heng Lai, Lee Ming Yeoh, Joseph Menassa, D. Herbert Opi, Callum Cairns, Hamsa Puthalakath, James G. Beeson, Marc Kvansakul, Justin A. Boddey, Danny W. Wilson, Robin F. Anders & Michael Foley",Nature Communications,2024,Angage 等 - 2024 - A broadly cross-reactive i-body to AMA1 potently inhibits blood and liver stages of Plasmodium paras.pdf,Literature
SRC_0235,10.1074/jbc.M116.721050,"i-bodies, Human Single Domain Antibodies That Antagonize Chemokine Receptor CXCR4","Katherine Griffiths, Olan Dolezal, Benjamin Cao, Susan K. Nilsson, Heng B. See, Kevin D. G. Pfleger, Michael Roche, Paul R. Gorry, Andrew Pow, Katerina Viduka, Kevin Lim, Bernadine G. C. Lu, Denison H. C. Chang, Thomas Murray-Rust, Marc Kvansakul, Matthew A. Perugini, Con Dogovski, Marcel Doerflinger, Yuan Zhang, Kathy Parisi, Joanne L. Casey, Stewart D. Nuttall, and Michael Foley",THE JOURNAL OF BIOLOGICAL CHEMISTRY,"June 10, 2016","JBC_2016_i-bodies, human single domain antibodies that antagonize chemokine receptor CXCR4.pdf",Literature
SRC_0236,20050164945,Endotheliase-1 ligands,,US,2005-07-28,199-109-762-739-052.txt,Patent
SRC_0237,Q9FFF5,,Sato S.,DNA Res.,1997,UniProt,UniProt
SRC_0238,10.1038/s41467-024-54901-y,Development of mirror-image monobodies targeting the oncogenic BCR::ABL1 kinase,"Nina Schmidt, Amit Kumar, Lukas Korf, Adrian Valentin Dinh-Fricke, Frank Abendroth, Akiko Koide, Uwe Linne, Magdalena Rakwalska-Bange, Shohei Koide, Lars-Oliver Essen, Olalla Vázquez & Oliver Hantschel",Nature Communications,2024,Schmidt 等 - 2024 - Development of mirror-image monobodies targeting the oncogenic BCRABL1 kinase.pdf,Literature
SRC_0239,F4KE59,,Tabata S.,Nature,2000,UniProt,UniProt
SRC_0240,F4IYH6,,Salanoubat M.,Nature,2000,UniProt,UniProt
SRC_0241,O16119,,Graham L.A.,Nature,1997,UniProt,UniProt
SRC_0242,,,,,,ExternalAPI,Literature
SRC_0243,,,,,,ExternalAPI,Literature
SRC_0244,7BOF_3,,"Schedlbauer, A., Iturrioz, I., Ochoa-Lizarralde, B., Diercks, T., Lopez-Alonso, J.P., Lavin, J.L., Kaminishi, T., Capuni, R., Dhimole, N., de Astigarraga, E., Gil-Carton, D., Fucini, P., Connell, S.R.",A conserved rRNA switch is central to decoding site maturation on the small ribosomal subunit.,2021,PDB,PDB
SRC_0245,B3H615,,Theologis A.,Nature,2000,UniProt,UniProt
SRC_0246,7BOF_6,,"Schedlbauer, A., Iturrioz, I., Ochoa-Lizarralde, B., Diercks, T., Lopez-Alonso, J.P., Lavin, J.L., Kaminishi, T., Capuni, R., Dhimole, N., de Astigarraga, E., Gil-Carton, D., Fucini, P., Connell, S.R.",A conserved rRNA switch is central to decoding site maturation on the small ribosomal subunit.,2021,PDB,PDB
SRC_0247,P25810,,Kapare V.M.,,MAR-2018,UniProt,UniProt
SRC_0248,Q7RTV0,,Collins J.E.,Genome Biol.,2004,UniProt,UniProt
SRC_0249,C9JG63,,Lander E.S.,Nature,2001,UniProt,UniProt
SRC_0250,A0A068Q5Q5,,Lin T.,,MAY-2012,UniProt,UniProt
SRC_0251,Q8T4F7,,Gertler F.B.,Genes Dev.,1995,UniProt,UniProt
SRC_0252,Q9FMS5,,Wilson Z.A.,Plant J.,2001,UniProt,UniProt
SRC_0253,P14280,,Hall L.N.,Plant Mol. Biol.,1994,UniProt,UniProt
SRC_0254,Q67V61,,Li H.,Plant Physiol.,2011,UniProt,UniProt
SRC_0255,O49006,,Micheli F.,Gene,1998,UniProt,UniProt
SRC_0256,Q9UIL8,,Scanlan M.J.,Int. J. Cancer,1999,UniProt,UniProt
SRC_0257,A6H5X4,,Carninci P.,Science,2005,UniProt,UniProt
SRC_0258,Q9Z1B8,,Kawakami S.,Mamm. Genome,1998,UniProt,UniProt
SRC_0259,O23147,,Jenkins E.S.,Plant Cell Environ.,1999,UniProt,UniProt
SRC_0260,Q8RY29,,Lin X.,Nature,1999,UniProt,UniProt
SRC_0261,,,,,,ExternalAPI,Literature
SRC_0262,6YR8_2,,"Haza, K.Z., Martin, H.L., Rao, A., Turner, A.L., Saunders, S.E., Petersen, B., Tiede, C., Tipping, K., Tang, A.A., Ajayi, M., Taylor, T., Harvey, M., Fishwick, K.M., Adams, T.L., Gaule, T.G., Trinh, C.H., Johnson, M., Breeze, A.L., Edwards, T.A., McPherson, M.J., Tomlinson, D.C.",RAS-inhibiting biologics identify and probe druggable pockets including an SII-alpha 3 allosteric site.,2021,PDB,PDB
SRC_0263,6YXW_2,,"Haza, K.Z., Martin, H.L., Rao, A., Turner, A.L., Saunders, S.E., Petersen, B., Tiede, C., Tipping, K., Tang, A.A., Ajayi, M., Taylor, T., Harvey, M., Fishwick, K.M., Adams, T.L., Gaule, T.G., Trinh, C.H., Johnson, M., Breeze, A.L., Edwards, T.A., McPherson, M.J., Tomlinson, D.C.",RAS-inhibiting biologics identify and probe druggable pockets including an SII-alpha 3 allosteric site.,2021,PDB,PDB
SRC_0264,7NY8_2,,"Haza, K.Z., Martin, H.L., Rao, A., Turner, A.L., Saunders, S.E., Petersen, B., Tiede, C., Tipping, K., Tang, A.A., Ajayi, M., Taylor, T., Harvey, M., Fishwick, K.M., Adams, T.L., Gaule, T.G., Trinh, C.H., Johnson, M., Breeze, A.L., Edwards, T.A., McPherson, M.J., Tomlinson, D.C.",RAS-inhibiting biologics identify and probe druggable pockets including an SII-alpha 3 allosteric site.,2021,PDB,PDB
SRC_0265,P81294,,Midoro-Horiuti T.M.,J. Allergy Clin. Immunol.,1999,UniProt,UniProt
SRC_0266,,,,,,ExternalAPI,Literature
SRC_0267,P0CH95,,Howe K.,Nature,2013,UniProt,UniProt
SRC_0268,10.3390/cancers13112801,Engineering Calreticulin-Targeting Monobodies to Detect Immunogenic Cell Death in Cancer Chemotherapy,"Ying Zhang, Ramar Thangam, Sung-Hwan You, Rukhsora D. Sultonova, Akhil Venu, Jung-Joon Min and Yeongjin Hong",Cancers,2021,Zhang 等 - 2021 - Engineering calreticulin-targeting monobodies to detect immunogenic cell death in cancer chemotherap.pdf,Literature
SRC_0269,Q9LVQ0,,Sato S.,DNA Res.,2000,UniProt,UniProt
SRC_0270,Q9WTU0,,Hasenpusch-Theil K.,Mamm. Genome,1999,UniProt,UniProt
SRC_0271,Q2HY54,,Ireland D.C.,J. Mol. Biol.,2006,UniProt,UniProt
SRC_0272,Q9UGI8,,Tatarelli C.,Genomics,2000,UniProt,UniProt
SRC_0273,O94880,,Nagase T.,DNA Res.,1998,UniProt,UniProt
SRC_0274,Q86YI8,,Ota T.,Nat. Genet.,2004,UniProt,UniProt
SRC_0275,Q8K2W6,,,Genome Res.,2004,UniProt,UniProt
SRC_0276,P18632,,Sone T.,Biochem. Biophys. Res. Commun.,1994,UniProt,UniProt
SRC_0277,P42127,,Kwon H.-Y.,Proc. Natl. Acad. Sci. U.S.A.,1994,UniProt,UniProt
SRC_0278,Q44493,,Ertesvaag H.,Mol. Microbiol.,1995,UniProt,UniProt
SRC_0279,Q9ZFH0,,Glaerum Svanem B.I.,J. Bacteriol.,1999,UniProt,UniProt
SRC_0280,O81488,,Tabata S.,Nature,2000,UniProt,UniProt
SRC_0281,Q9UK96,,Humphray S.J.,Nature,2004,UniProt,UniProt
SRC_0282,Q6ZQF7,,Okazaki N.,DNA Res.,2003,UniProt,UniProt
SRC_0283,Q5XEM9,,Tabata S.,Nature,2000,UniProt,UniProt
SRC_0284,Q8LA16,,Theologis A.,Nature,2000,UniProt,UniProt
SRC_0285,Q8S8M9,,Lin X.,Nature,1999,UniProt,UniProt
SRC_0286,Q40359,,Winicov I.,Plant Physiol.,1993,UniProt,UniProt
SRC_0287,P0CY85,,Hu H.,BMC Genomics,2011,UniProt,UniProt
SRC_0288,P0C1X2,,Bayrhuber M.,Protein Expr. Purif.,2006,UniProt,UniProt
SRC_0289,P83947,,Ding J.L.C.,J. Agric. Food Chem.,2000,UniProt,UniProt
SRC_0290,Q6ZPK0,,Iwase S.,Biochem. Biophys. Res. Commun.,2004,UniProt,UniProt
SRC_0291,Q70UR4,,Hewson R.,J. Gen. Virol.,2004,UniProt,UniProt
SRC_0292,Q54I18,,Eichinger L.,Nature,2005,UniProt,UniProt
SRC_0293,Q3TTP0,,Carninci P.,Science,2005,UniProt,UniProt
SRC_0294,Q9CXG9,,Carninci P.,Science,2005,UniProt,UniProt
SRC_0295,Q9VIP0,,Adams M.D.,Science,2000,UniProt,UniProt
SRC_0296,Q9ZFG9,,Glaerum Svanem B.I.,J. Bacteriol.,1999,UniProt,UniProt
SRC_0297,Q5R896,,,,NOV-2004,UniProt,UniProt
SRC_0298,O08719,,Ohta S.,Biochem. Biophys. Res. Commun.,1997,UniProt,UniProt
SRC_0299,6720175,Nucleic acid molecule encoding homer 1B protein,,US,2004-04-13,056-133-720-019-262.txt,Patent
SRC_0300,Q2KJ56,,,,SEP-2005,UniProt,UniProt
SRC_0301,Q9Z214,,Brakeman P.R.,Nature,1997,UniProt,UniProt
SRC_0302,Q9Z2Y3,,Xiao B.,Neuron,1998,UniProt,UniProt
SRC_0303,Q86YM7,,Xiao B.,Neuron,1998,UniProt,UniProt
SRC_0304,Q9NSB8,,Xiao B.,Neuron,1998,UniProt,UniProt
SRC_0305,Q9QWW1,,Xiao B.,Neuron,1998,UniProt,UniProt
SRC_0306,O88801,,Kato A.,J. Biol. Chem.,1998,UniProt,UniProt
SRC_0307,,,,,,ExternalAPI,Literature
SRC_0308,P68425,,Jiang L.,Peptides,2008,UniProt,UniProt
SRC_0309,P27762,,Rogers B.L.,J. Immunol.,1991,UniProt,UniProt
SRC_0310,P91621,,Sone M.,Science,1997,UniProt,UniProt
SRC_0311,Q6ZJM9,,Matsubara K.,Plant J.,2011,UniProt,UniProt
SRC_0312,D2Y2G0,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0313,D2Y2G2,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0314,D2Y2F8,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0315,D2Y2C2,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0316,D2Y2F3,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0317,P0DJ72,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
SRC_0318,D2Y2F4,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0319,D2Y2F5,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0320,D2Y2F9,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0321,D2Y2F7,,Tang X.,J. Proteome Res.,2010,UniProt,UniProt
SRC_0322,B2ZBC0,,Jiang L.,Peptides,2008,UniProt,UniProt
SRC_0323,P0DMJ1,,Jiang L.,Peptides,2014,UniProt,UniProt
SRC_0324,P0DJ75,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
SRC_0325,P0DJ79,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
SRC_0326,P0DJ85,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
SRC_0327,P0DJ81,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
SRC_0328,B2ZBB9,,Jiang L.,Peptides,2008,UniProt,UniProt
SRC_0329,P0DJ80,,Yuan C.-H.,PLoS ONE,2008,UniProt,UniProt
